서비스ID,수혜구분,보조사업여부,서비스명,서비스 목적,법령,행정규칙,자치법규,지원대상,선정기준,지원내용,온라인신청URL,신청절차,신청기한 시작일,신청기한 종료일,신청기한 상세,구비서류,소관기관유형,소관기관명,소관부서명,문의처명,문의처전화번호,문의처사이트URL,서비스분류,생애주기,서비스 대상지역,대상특성 및 가구유형,지원유형,지원형태,대국민표출여부
630000000000 ,수혜적,국고보조사업,가정위탁 양육보조금 지원,,[법률]아동복지법,없음,없음,○ 위탁가정,해당없음,"○ 위탁가정에게 위탁 아동 1인당 양육보조금 지급   - 만7세 미만 아동: 1인당 월 310,000원   - 만7세 이상 아동: 1인당 월 370,000원",,○ 방문 신청 - 시군구 : 관할 구청 방문,,,없음,해당없음,광역시도,대전광역시,아동보육과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
630000000000 ,수혜적,국고보조사업,독립유공자 위문 지원,,[법률]국가유공자 등 예우 및 지원에 관한 법률,없음,없음,○ 대전광역시에 주소를 둔 독립유공자,해당없음,"○ 애국지사 위문 : 대전시에 주소를 둔 생존독립유공자 대상, 1년 4회(설, 3.1절, 광복절, 추석) ○ 독립유공자 유족 위문 : 대전광역시에 주소를 둔 독립유공자의 선순위유족 대상, 1년 2회(3.1절, 광복절)",,○ 개인 신청절차 없음,,,없음,해당없음,광역시도,대전광역시,복지정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현물||서비스(돌봄),표출
630000000000 ,수혜적,국고보조사업,벼영농자재통합지원,,[법률]농업ㆍ농촌 및 식품산업 기본법,없음,없음,"○ 대전광역시에 주소를 두고 대전, 세종, 충남, 충북에서 실제로 벼를 경작하며 농업경영체에 등록한 농업인",해당없음,"○ 사업내용 : 벼 영농자재 구입비 지원○ 지원대상 : 대전광역시에 주소를 두고, 대전세종충남충북에서 실제로 벼를 경작하며 농업경영체를 등록한 농업인 등○ 지원자재 : 벼농사용 밑거름, 못자리용 상토, 벼 육묘상자 처리약제○ 지원면적 : 0.1ha(1,000㎡) 이상 전면적",,○ 방문 신청 - 주민센터 : 소재지 관할 읍면동 주민센터에 방문 신청 - 시군구 : 소재지 농정부서 문의 및 방문 신청,2023-01-17,2023-02-22,없음,해당없음,광역시도,대전광역시,농생명정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
630000000000 ,수혜적,국고보조사업,저소득층 아동입소료 및 현장학습비 지원,대전광역시 관내 어린이집에 법정 저소득층과 장애아 및 방과후 장애아동의 현장학습비와 입소료를 지원을 통한보육서비스 제공,[법률]영유아보육법,없음,[조례]대전광역시 보육 조례(제20조),○ 법정 저소득층○ 장애아 및 방과후 방애아동 보육료 지원 아동,해당없음,"○ 지원금액 : 입소료 95,000원(연1회), 현장학습비 60,000원(분기)",,○ 개인 신청절차 없음 - 어린이집 원장이 보육통합정보시스템을 통해 매월 어린이집 운영 보조금 신청,,,없음,해당없음,광역시도,대전광역시,아동보육과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
630000000000 ,수혜적,국고보조사업,친환경 농산물 인증 농가 지원,,[법률]친환경농어업 육성 및 유기식품 등의 관리ㆍ지원에 관한 법률||[법률]친환경농어업 육성 및 유기식품 등의 관리ㆍ지원에 관한 법률(제16조),없음,없음,"○ 무농약유기농산물 인증농가로서, 1천㎡이상의 농지를 경작하는 자 또는 농업경영을 통한 농산물의 연간 판매액이 120만원 이상인 자",해당없음,"○ 사업내용 : 친환경농산물 인증농가에 대한 인증수수료 및 토양·수질  검사비 지원○ 지원대상자 - 무농약·유기농산물 인증농가로서, 1천㎡이상의 농지를 경작하는 자 또는 농업경영을 통한 농산물의 연간 판매액이 120만원 이상인 자 - 수경(양액)재배, 버섯, 콩나물 재배 등의 인증농가도 지원○ 지원기준 : 인증수수료, 토양·수질 검사비:  실 소요금액 전액 지원 - 유기가공품 품질인증 수수료 비용도 지원 가능",,○ 방문 신청 - 주소지 자치구 농정부서,2023-01-01,2023-06-30,없음,1.친환경농산물 인증농가 지원사업 신청서 1부.2. 국립농산물품질관리원장 또는 민간인증기관의장이 교부한 친환경농산물  인증서 사본 1부.3. 인증 수수료 납부 영수증 1부.,광역시도,대전광역시,농생명정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
630000000000 ,수혜적,국고보조사업,청년 창업지원 신용카드 지원,,없음,없음,[조례]대전광역시 청년창업 지원 조례,"대상: 창업 3년이내, 매출액 3억원 이하 만 18세 ~ 39세 이하 청년 사업가  - 신청서 접수후 선정기준에 의거 선정된 대상자",해당없음,"내용: 청년사업가에게 50뭔씩 최대 300만원 간접비 지원대상: 창업 3년이내, 매출액 3억원 이하 만 18세 ~ 39세 이하 청년 사업가  - 신청서 접수후 선정기준에 의거 선정된 대상자방법: 창업지원카드 사용시 사용액 지원기간: 4월 공고, 5월 선발, 6월  ~ 11월 지원사업의 내용, 대상, 방법, 기간 등은 당해년도 사업계획에 의거 변경될 수 있습니다.",http://djstart.or.kr,○ 온라인 신청 - 대전광역시 청년창업 지원카드 : djstart.or.kr,2023-04-10,2023-04-21,없음,4월 공고문 참고,광역시도,대전광역시,청년정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
630000000000 ,수혜적,국고보조사업,청년내일희망카드,,없음,없음,[조례]대전광역시 청년내일희망카드 조례,○  대전시 주민등록으로 18~34세 미취업자중 졸업자로 가구중위소득 120% ~ 150% 미만인자○  대전시 주민등록으로 18~34세 미취업자중 졸업자로 가구중위소득 120% 미만자 중 국민취업지원제도 불인정통지자 / 공고일 기준,해당없음,"○ 지원대상: 18~34세 이하의 대전광역시 거주 미취업 청년○ 구직활동비 월 50만원, 6개월간, 최대 300만원 지원",https://youthpassdaejeon.ezwel.com/,○ 온라인 신청 - 대전청년취업 희망카드 : https://youthpassdaejeon.ezwel.com/,2023-05-01,2023-05-15,없음,구직활동 계획서주민등록 초본졸업증명서(자퇴확인서)고용보험자격 이력 내역서건강보험 자격확인서개인정보제공 동의서,광역시도,대전광역시,청년정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
630000000000 ,수혜적,국고보조사업,국민건강보험료 및 장기요양보험료지원,"저소득 노인, 장애인 세대 등에게 건강보험료 지원",[법률]의료급여법,없음,없음,"○ 만65세 이상 노인세대, 장애인, 한부모, 국가유공자, 소년소년가장, 조손가정",해당없음,"○ 월 1만원 미만 세대(65세이상, 장애인, 한부모등) 건강보험료를 지방비에서 지원",,○ 개인 신청절차 없음 - 국민건강보험에서 대상자 추출해해당 구로 송부 (개인 미신청),,,없음,해당없음,광역시도,대전광역시,복지정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금(보험),표출
630000000000 ,수혜적,국고보조사업,청각장애인 인공달팽이관 수술 및 교육지원,,[법률]장애인복지법(제18조)||[법률]장애인복지법,없음,없음,○ 저소득 청각장애인(중위소득 150%이내),해당없음,○ 저소득 청각장애인 대상 수술비 및 재활치료비 지원,,○ 방문 신청 - 주민센터 : 거주지 관할 주민센터에 방문 신청 - 본인 신청,,,없음,해당없음,광역시도,대전광역시,장애인복지과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,서비스(의료),표출
630000000000 ,수혜적,국고보조사업,보훈예우수당,,[법률]국가보훈 기본법,없음,[조례]대전광역시 국가보훈대상자 예우 및 지원에 관한 조례,"○ 대전광역시에 주소를 두고 거주하는 독립유공자(유족), 전몰순직군경유족, 특수임무유공자, 5.18유공자, 4.19유공자, 무공수훈자, 보국수훈자, 전상군경, 공상군경",해당없음,○ 보훈예우수당 : 대상자 월 5만원 지급,,주민센터,,,없음,"신분증, 통장사본, 국가유공자증 또는 국가유공자유족확인원 등",광역시도,대전광역시,복지정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
630000000000 ,수혜적,국고보조사업,새마을지도자 자녀 장학금,지역새마을지도자의 자녀 및 유자녀로서 재능이 우수하지만 경제적 사정으로 인하여 대학교 교육을 받기 곤란한 자에게 장학금 지급,없음,없음,[조례]대전광역시 새마을장학금 지급조례,○ 새마을 봉사경력 2년 이상 지도자의 대학생 자녀,해당없음,○ 예산의 범위내 최대 200만원의 새마을장학금 지급,,○ 방문 신청 : 5개구 새마을회 ※ ①접수(구새마을회)→ ②심사추천(구청구새마을회) → ③선정(시청 시새마을회),,,○ 1~2월 신청 접수(예산 범위 내 7~8월 추가 접수),"○ 신청서, 가족관계증명서, 학교장 추천서",광역시도,대전광역시,자치행정과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금(장학금),표출
630000000000 ,수혜적,국고보조사업,친환경 축산업 육성 지원,,[법률]축산법(제3조),없음,[조례]대전광역시 농업ㆍ농촌 및 식품산업 지원 조례(제4조),○ 가축사육농가,해당없음,"○ 가축사육농가 한우등록지원, 가축정액지원, 미생물발효제 공급지원, 가축분뇨처리용 톱밥지원 등 지원에 필요한 비용 일부 지원 - 한우등록지원(5천원/두), 가축정액지원(10천원/두), 미생물발효제(5천원/kg), 가축분뇨처리용 톱밥지원(100천원/톤)",,○ 방문 신청 - 시군구 : 자치구 축산부서 방문하여 신청서 제출,,,없음,"사업신청서, 사업계획서, 전자세금계산서, 통장사본 등",광역시도,대전광역시,농생명정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
630000000000 ,수혜적,국고보조사업,농업 재해보험료 지원,,[법률]농어업재해보험법,없음,없음,"○ (농업인 안전재해보험) 보험가입일 현재 대전광역시에 주소를 두고, 관할  농협에 농업인재해 관련 보험을 가입한 농업인○ (농작물 재해보험) 대전광역시에 소재한 농지에서 보험가입대상 농작물을 재배하는 실경작 농가로써 관할농협에 농작물 재해보험을 가입한 농가",해당없음,"○ 사업내용 : 농가가 납부해야 할 보험료의 60~100%를 지방비로 지원   - 농작물 재해보험: 벼 100%, 벼 이외의 작물 80%  - 농업인 안전보험 및 농기계 종합보험: 60%○ 대상보험 : 농작물 재해보험 및 농업인 안전보험(농기계 종합보험 포함)",,○ 방문 신청 - 기타 : 재해보험사업자와 판매 위탁계약을 체결한 지역 농협에 방문하여 보험 가입,,,없음,해당없음,광역시도,대전광역시,농생명정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금(보험),표출
630000000000 ,수혜적,국고보조사업,여성농업인행복바우처지원,,[법률]여성농어업인 육성법,없음,없음,"○ 지원대상자 - 당해 연도 1월 1일 기준 주민등록상 나이가 만 19세 이상~만 75세 미만인 사람 - 경영주 또는 경영주외 농업인으로 농업경영체를 등록한 사람 - 본인과 배우자의 농업 외의 종합소득금액 총액이 전전년도 기준으로 3,700만원 미만인 사람 - 국가 또는 지자체로부터 유사한 복지서비스를 받지 않는 사람",해당없음,○ 지원내용 : 여성농업인 삶의 질 향상을 위한 여가 및 문화 활동비용 지원○ 지원액 : 연 20만원/ 1인,,○ 방문 신청 - 주민센터 : 주소지 관할 동 주민센터에 방문 신청,2023-01-26,2023-02-28,없음,○ 본인(여성농업인)과 배우자의 소득금액증명원○ 가족관계증명서,광역시도,대전광역시,농생명정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,이용권,표출
630000000000 ,수혜적,국고보조사업,수리계 유지관리 지원,"수리계를 대상으로 수리시설 가동에 소요된 전기료, 장비임차료 등을 지원",[법률]농어촌정비법,없음,없음,○ 사업대상 : 농어촌정비법 제126조의 규정에 따라 조직된 수리계,해당없음,"○ 양수장, 관정 등 수리시설 가동에 소요된 전기료 및 유류대○ 용·배수로 등 수로정비를 위하여 임차 사용한 장비임차료○ 기타 수리계 수리시설유지관리를 위하여 불가피하게 지출된 비용 중 지원하는 것이 타당하다고 구청장이 인정하는 비용(구청장이 지역실정을 감안하여 자체기준 마련 시행)",,○ 방문 신청 - 시군구 : 주소지 자치군청 문의,,,없음,해당없음,광역시도,대전광역시,농생명정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
